t_rx_iso,msg_seq,t_tx_ns,t_rx_ns,payload_app,payload_envelope,lat_ms,clock_skew
2025-09-19 15:49:15.883,104,1758307755767929296,1758307755879766428,467,491,111.837,0
2025-09-19 15:59:15.993,105,1758308355978352843,1758308355990766621,467,491,12.414,0
2025-09-19 16:09:16.300,106,1758308956198707530,1758308956297037555,463,487,98.33,0
2025-09-19 16:19:16.472,107,1758309556403747127,1758309556468998140,463,487,65.251,0
2025-09-19 16:29:15.722,108,1758310155600541387,1758310155719698860,467,491,119.157,0
2025-09-19 16:39:16.053,109,1758310755786284734,1758310756050256730,467,491,263.972,0
2025-09-19 16:49:16.225,110,1758311355998661325,1758311356222424701,467,491,223.763,0
2025-09-19 16:59:16.366,111,1758311956215555906,1758311956363771828,467,491,148.216,0
2025-09-19 17:09:15.610,112,1758312555428181865,1758312555607931752,467,491,179.75,0
2025-09-19 17:19:15.862,113,1758313155627776308,1758313155860046616,467,491,232.27,0
2025-09-19 17:29:16.112,114,1758313755821583373,1758313756109637424,467,491,288.054,0
